branch-load-misses,branch-misses,iTLB-load-misses,dTLB-load-misses,dTLB-store-misses,L1-icache-load-misses,L1-dcache-load-misses,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.all_demand_miss,l2_rqsts.demand_data_rd_miss,l1d_pend_miss.pending_cycles,l2_rqsts.code_rd_miss,l2_rqsts.rfo_miss,cache-misses,LLC-load-misses,LLC-store-misses,l1d_pend_miss.l2_stall,l2_rqsts.swpf_miss,CPI
2766556,2770696,937,119882,414,767076,1027482,61884319,33431,338160,293926,72209786,51860,6752,899087,257776,5569,23682,0,1.79
2876698,2895672,1008,114945,472,963403,974841,59561169,32238,301344,254645,66274854,40552,7848,850420,259036,5985,22733,0,1.7
2917585,2951200,941,134548,464,925681,1266841,66395596,28649,297074,248848,64391095,41943,7188,856007,254272,5161,19767,0,1.79
2460687,2529905,1367,127669,368,784664,1037870,77997149,32789,310745,270911,69037501,45459,6478,901239,279232,5039,28380,0,1.75
2720344,2697813,1485,134039,464,904739,1163589,75652080,31601,317087,268868,78971102,46672,9530,1013905,304341,6025,29131,0,1.84
3076799,3095997,1761,144622,485,973017,1229669,73034842,30591,363543,329762,78588632,48266,9389,973133,279996,6745,28621,0,1.75
2800224,2834829,757,138158,472,909305,1123517,70279352,30543,340657,282283,62928242,43003,7628,751858,221190,5674,28867,0,1.72
2907239,2918020,987,121090,426,999526,1127171,67290271,27861,324585,291098,71635480,45044,7422,949618,275750,5759,25359,0,1.77
2849803,2882804,2016,135537,439,914703,1140122,65619741,31349,345326,307446,78267335,46525,8665,944491,278470,6202,32573,0,1.68
2644676,2646538,974,105341,393,933184,1007120,67196801,26441,308060,262187,69418539,47382,8762,967865,290558,5985,31478,0,1.72
2970539,2976858,970,133881,489,857582,1106910,64559900,28329,326187,286408,74770751,45569,8985,889864,269734,5644,26906,0,1.73
2866321,2886027,987,133647,468,811530,1184900,70341812,32434,315439,252253,62054970,39822,7073,756247,240911,5465,26968,0,1.73
2848217,2868815,954,113846,401,740324,952059,61179549,30914,321650,271679,69186889,44007,8246,828696,281640,4479,27645,0,1.7
2748703,2757816,1083,106197,384,920282,1073599,65153287,27540,302668,268091,69872173,47850,11317,860500,273948,7827,30633,0,1.69
2889932,2882738,1598,145304,414,716317,1172422,69379604,32120,349119,295781,73283687,45721,9299,840613,260473,8531,37609,0,1.71
3003762,2973295,1121,105530,485,1000079,1073296,71050541,32622,338219,302684,75143232,48523,8848,856364,280936,7798,34542,0,1.64
2667415,2675774,1083,137244,531,850859,1074721,70197985,30634,321705,275950,69639591,44593,7843,782941,263287,5989,26602,0,1.69
2736452,2754538,886,125092,505,928561,969913,64049337,30172,313631,274029,69481237,41454,7993,833176,274246,7223,30721,0,1.68
2793439,2776645,1062,126360,384,883793,964147,59125265,30296,315121,287078,71626451,44403,8739,813772,256929,5988,31395,0,1.74
2758452,2787493,891,129762,447,934331,1051178,64489024,29591,324644,288643,67621323,40468,7196,866559,281583,6114,30735,0,1.73
2782590,2791644,1134,121009,443,959878,1026061,63613695,28363,318464,294473,71545834,45721,6733,878849,282074,5855,28846,0,1.7
2607273,2622002,1096,105613,355,903200,1082388,70891078,38721,334927,283201,67209697,42458,8144,815045,244117,6350,27991,0,1.66
2804209,2818853,1636,115670,468,956636,1008993,61895483,27546,338928,304754,72296889,48987,7505,833223,253675,5652,28096,0,1.69
2659930,2675708,1426,118740,426,711534,1030722,68118990,33399,307604,270408,64626054,45429,7580,834497,253580,4992,22983,0,1.68
2606968,2607948,1167,120702,502,928899,1008479,75981393,33366,302333,269811,70593984,51330,7610,829979,244422,5765,30320,0,1.66
2587912,2605453,1209,113177,405,800926,1075257,67544865,27157,292489,248857,64557199,43916,8403,845589,249426,5088,39018,0,1.78
2795494,2803456,1213,118077,389,883709,1055109,65134779,27864,295949,261591,62118705,40907,7670,838562,248067,4809,24165,0,1.7
2616639,2642209,995,121436,480,873451,1079040,70163979,29143,323015,289288,65900425,47844,6521,785163,223177,3966,21587,0,1.75
2594433,2601630,1004,123993,393,915970,1071948,66190408,27096,321151,281263,62482605,40087,9618,836890,235063,3595,29602,0,1.68
2784549,2799386,1092,109305,381,854353,966664,57372322,26348,289118,266514,56958934,42861,5307,678320,186932,1657,26067,5,1.68
2733825,2737030,1130,110997,443,1163085,1129687,63997304,22630,296396,249329,55443829,39718,5524,671578,204733,2213,27703,0,1.67
2575096,2601255,1264,118491,677,961882,1123460,68577966,25021,330221,284436,59973947,37069,5567,678592,191903,1159,35403,0,1.82
2709249,2737764,1101,122581,372,918032,1155806,71192146,26585,341389,296216,64370087,42349,6676,777040,232855,2295,26831,0,1.65
2467965,2499071,1481,118541,649,725167,954384,81822218,32152,321968,297004,71887445,37132,6782,854276,249875,2632,31298,0,1.66
2710199,2754586,887,116163,485,886276,1032452,61013925,25703,299805,275940,64240759,41606,6093,809818,229570,2571,25056,0,1.74
2559377,2574564,1097,140016,364,789115,1170853,68644295,28278,327035,269542,60437447,36968,6235,748239,227020,1998,27922,0,1.65
2770546,2798155,1527,128123,506,966810,1190360,66817419,24912,287580,251918,61100373,35869,9212,819258,233651,3108,35974,0,1.65
2738973,2750399,1431,118332,581,1032738,1180081,81091953,30326,334226,290974,67955533,35490,7073,735869,205360,2399,30444,0,1.65
2573582,2633149,1289,131582,502,907224,1205049,74756961,28029,363699,325825,68490830,38581,7278,690613,190062,1652,39320,0,1.78
2646404,2696578,1285,132786,577,865033,1400227,78884170,31425,383651,344244,72605244,34205,9136,829170,237294,2782,44594,0,1.7
2571747,2601903,1055,133148,376,774415,1136073,69518815,27970,329355,313368,68466569,31960,9248,839657,240906,3296,45218,0,1.63
2534579,2560522,1272,131158,422,770002,1125600,69573980,27135,324745,299153,65660177,33761,6831,820645,240460,2575,36168,0,1.69
2571393,2582135,1239,136788,385,751290,1152290,73576786,29995,352481,313468,67131404,31510,6112,746768,212936,1803,40991,0,1.61
2614249,2644087,1180,109184,489,1159785,1070439,66011625,27432,289479,258636,63555707,29192,5545,802802,215513,2119,32648,0,1.76
2708005,2731187,2667,139510,485,767733,1310003,73089576,31015,361712,312196,66551103,32797,4761,717237,200870,2589,33117,0,1.63
2826601,2858815,1138,125407,552,959528,1080226,62611015,23770,293742,271020,62860326,27545,5330,769001,215323,1410,32506,0,1.8
2713033,2736733,1054,125296,405,941440,1165948,68684129,27786,320150,288325,65813988,27300,5269,826226,222760,2073,35834,0,1.68
2856265,2856914,1482,122386,468,995770,1061785,62875519,25108,297631,270347,61751780,28566,4754,741533,202604,2468,36126,0,1.68
2659936,2697508,1181,129303,469,894601,1105744,70644792,29963,343104,306123,67097226,29772,6847,804281,227400,2617,28544,0,1.65
2910593,2944256,1536,126415,456,845579,1184279,71683802,25562,336625,311277,70194709,31295,6091,839314,231515,3389,25963,0,1.6
2840388,2892527,1193,120420,473,972288,1105737,68811176,26176,334802,298360,68264151,26549,5698,791999,228999,2874,23197,0,1.65
2829364,2838010,1297,124305,481,893918,1096039,70272123,24052,311699,267646,61293363,27747,6133,800177,226261,2205,20907,0,1.69
2651551,2669820,1343,125461,414,960722,1106346,71232762,28175,355644,320125,73941362,28487,4958,863874,230741,2781,22401,0,1.71
2509723,2585454,1199,115803,438,917240,1001647,78531164,24971,310153,280410,70471635,29159,5638,778325,208851,3009,23999,0,1.8
2626196,2619574,1067,116489,473,796207,1112379,69767329,28283,322417,283151,67647750,29043,5834,806741,223156,3309,23922,0,1.73
2808040,2823397,1067,119758,381,698638,1130470,68518910,26441,334648,296186,70759096,26516,5396,856628,238432,2255,26939,0,1.71
2633419,2640454,1196,104970,447,892236,1016032,65498164,26393,298113,276897,64206500,29750,4369,763480,191401,1795,18287,0,1.83
2648765,2660305,1091,115580,418,915193,1080237,71943522,27595,328630,289864,64076869,31368,4338,774579,213670,1844,23445,0,1.76
2587323,2623682,1133,107551,497,899485,972863,60395824,27251,288867,250189,56812804,26625,5817,760252,208815,2758,24448,0,1.81
2636497,2670667,955,117165,385,778571,1127550,73296714,26138,351790,308394,68585164,25590,3695,742194,205402,1043,22513,0,1.75
2434423,2467531,967,109748,389,885135,1009751,67416398,23584,302603,294881,61724569,29008,4587,804838,210709,1116,23030,0,1.87
2527807,2557266,1092,119383,686,832257,1011653,67511510,25581,331523,306450,69351439,26797,4466,796396,211462,1129,19339,0,1.77
2641092,2664309,1360,124944,724,746263,1139826,65088856,26922,319588,294283,68325531,30331,6839,813438,217694,1684,20098,0,1.78
2635493,2605927,1188,119983,451,750237,953829,73360330,29581,324477,298311,69472162,25573,3770,742374,191165,1281,17876,0,1.78
2496265,2512739,1159,129250,401,802777,994043,65324957,26492,316358,295703,62995470,26302,4948,734730,194942,1287,20499,0,1.83
2624136,2644891,1021,120921,410,777514,1040621,66033008,25881,341414,313961,76154218,29586,3792,786277,211049,1176,23190,0,1.77
2535845,2569163,1227,124519,364,775115,1082460,64806373,23340,292042,265414,65898733,26361,5855,805101,208588,1025,18845,0,1.82
2549397,2585600,1415,113597,401,748107,1006478,77052119,38535,288479,253515,81322982,45344,8545,848700,212686,2025,23765,0,1.82
2926155,2968100,1147,134903,485,861462,1060966,59485914,23919,295025,269399,63001690,22970,5326,786526,215461,1288,21275,0,1.78
2614678,2613115,1122,120338,410,787673,1078320,70784679,30893,316771,282112,70584150,28217,4426,817137,219832,799,21949,0,1.88
2612867,2667096,1076,108885,368,760529,1163381,73855323,27620,304072,275716,68726665,25384,4260,845240,228626,990,23474,0,1.79
2804820,2849929,1176,122680,418,698266,1036631,66537472,27334,305406,277179,70789279,27109,4188,864989,241016,818,21692,0,1.8
2671423,2706107,1239,121995,372,730920,1010561,67115466,25439,308905,276423,64526021,25853,5449,825594,230622,1193,22822,0,1.76
2635479,2675590,1176,107150,355,849898,940655,68473725,29299,297646,275056,65121290,27112,5895,848562,229582,1610,21803,0,1.86
2780587,2802145,1399,103422,469,717554,1144943,73700247,27422,323454,302213,67782329,28759,4711,865173,235192,1538,20631,0,1.82
2795824,2828945,1185,131630,385,606904,1133910,68282837,30183,333728,288837,67986528,26495,4828,808617,220228,1242,22258,0,1.75
2959086,2980045,1234,132659,410,648791,975504,64625088,27530,318265,285478,65803408,28119,5222,731387,196136,1720,24248,0,1.73
2797943,2856815,1474,96283,406,786193,949938,58496197,29397,297741,270039,61369179,24757,4139,671040,180653,1009,20704,0,1.79
2910944,2920137,1025,108179,418,924845,930495,60208273,25586,280629,246240,59026857,26586,3904,670554,165987,776,19312,0,1.89
2654091,2670246,1394,107787,427,676089,987296,65907377,26493,301423,278180,62421575,24244,3899,705180,174548,534,20759,0,1.83
2670293,2659928,1611,113946,623,621703,957156,67270188,29053,294741,270028,62210163,24373,4671,760449,186693,888,22528,0,1.87
2905956,2893838,1327,121463,423,786852,1041852,68115444,29761,296002,265263,63417193,27807,3787,735187,189435,1181,26226,0,1.9
2436919,2490499,1360,128043,418,608320,1173746,73907851,28500,349188,315788,71603370,27377,6028,906411,239381,2282,27880,0,1.78
2581009,2611162,1439,134411,694,621939,1179550,82542302,38257,340894,304320,85400404,31120,7657,952119,259527,2149,23227,0,1.79
2654960,2635587,1748,121949,506,765410,1051479,73956326,26978,318988,295396,68366627,28167,4682,828080,224029,1401,25439,0,1.8
2789151,2752386,2384,134643,426,640143,1114408,83905526,28558,312941,272911,68284670,27863,5158,811511,224659,1067,26446,0,1.79
2704192,2680371,1042,116594,360,832054,1141100,82052017,26675,286315,249408,67311210,26201,5669,837847,233983,1492,26993,0,1.8
2832682,2863205,1222,127168,376,850309,1259398,73054264,27695,308101,266860,62890050,27594,4343,795655,214850,1405,22270,0,1.9
2650522,2641273,1281,110323,351,813049,1052129,71626306,32079,335484,302320,74740479,34992,4761,912305,242078,1131,22681,0,1.83
2759109,2759249,1176,106614,435,771107,981570,69373554,24872,278871,252068,62926990,30418,3744,786753,216318,1557,24441,0,1.87
2736005,2708357,1151,109369,452,810065,1046390,73182766,25700,298422,266966,63616041,27343,3879,791873,217073,972,23125,0,1.89
2601252,2581300,1163,102350,380,763625,955082,72844818,29045,321669,281585,66918939,25250,6665,822494,224227,1980,26934,0,1.89
2738675,2707419,1306,111817,414,812819,1014122,74973145,25186,307728,272650,63273581,25931,5347,824780,229653,1879,26074,0,1.86
2543346,2588069,1499,100901,519,934083,981862,80698075,33387,283482,258147,75168847,27119,6206,877016,238173,2014,27370,0,1.86
2600494,2578203,1423,117542,435,872368,1098772,78042895,26698,333230,289722,68600263,25837,7046,832073,215943,2153,24684,0,1.86
2739645,2719161,1385,110219,460,919624,1071705,70612793,24407,308454,294019,75101140,32616,7343,903777,234881,1829,23095,0,1.86
2574090,2568490,1163,105984,460,863749,1060843,71941237,27614,326125,287413,69827990,32472,5076,812396,216222,1525,25927,0,1.88
2490430,2512282,1163,110562,301,625860,1041459,73975878,27539,327913,287898,72097804,28723,4483,846002,217666,778,21032,0,1.88
2673309,2608438,1184,117162,368,723409,1041858,80156135,31635,341458,300207,73742381,28598,4489,881503,239409,1858,24197,0,1.84
2702235,2643804,728,117130,435,1008743,1092224,75101764,25656,337612,301697,70575042,27790,6178,854154,228896,1567,25232,0,1.94
2628355,2625563,1006,111404,494,1027896,1074969,75328757,24308,304250,271975,64419619,23690,6731,661734,134271,1136,18939,0,2.01
2721489,2699041,1373,110951,427,833162,1080331,73919880,26997,328203,296705,71997613,25550,5007,813561,224555,939,25547,0,1.87
2761896,2738744,1139,102658,402,956748,977948,70327964,26173,299023,270815,63862718,26139,4373,785820,220812,1115,26138,0,1.86
2870075,2810881,1456,108824,422,720961,1053993,73822662,24655,302403,278215,69426266,26223,5457,804608,216038,1095,23118,0,1.87
2674239,2616150,1009,119378,360,777700,1082710,77994616,26569,334546,292721,71133739,26848,4798,834495,213045,979,18999,0,1.93
2635088,2645783,837,116931,402,633707,1056425,70855551,26437,315240,285936,67801956,26475,7108,841142,216762,1411,22240,0,1.95
2598365,2592557,1177,114486,381,577823,1000278,78865307,29480,327230,297027,70683274,29987,6442,897794,236831,1362,23386,0,1.87
2692524,2621467,1294,120743,305,749464,924020,71757460,35005,361478,338125,77869155,30819,4128,898953,246711,925,22724,0,1.87
2602133,2597407,1042,108371,426,918797,954409,71690657,23830,302207,269650,67610213,25522,6104,809103,215423,1266,20770,0,1.9
2703210,2682722,1172,124921,414,793165,1097688,77214543,26445,300325,271527,70391546,26737,5530,866125,231573,1799,24239,0,1.86
2603738,2586214,1486,133223,699,634670,1156022,87989096,30617,345544,316394,75823718,28360,5532,911959,241070,1728,22567,0,1.92
2754616,2730985,1842,107309,384,662241,968288,91056066,31989,306683,268297,73024450,27273,7041,825468,218981,1537,21610,0,1.91
2593441,2585657,1314,114420,489,941411,1023714,69782239,26373,311710,276217,64203046,23250,3811,747208,208822,738,21141,0,1.91
2659725,2659729,1323,118464,489,811120,1000420,86393432,33084,298817,266415,75013434,27233,6005,867967,238327,1477,23724,0,1.88
2643822,2642761,1339,121163,372,695002,974304,85516401,32082,298141,271693,69696835,27219,7682,804670,213734,2291,28091,0,1.92
2678151,2643708,1013,118111,339,881735,894324,66030695,31765,266090,233185,60515881,23561,3837,750935,202556,728,19054,0,1.95
2771264,2760178,841,107095,376,686650,972722,78876537,28565,267532,242980,67487540,24472,4490,752133,199073,944,17051,0,1.91
2648119,2640913,1280,109506,560,754954,978393,89690255,32699,309199,275454,68782912,26474,5411,799014,216559,2350,22398,0,1.85
2771347,2758386,1134,116447,435,846540,1010313,94146369,29473,320314,288098,75591845,30099,4706,843679,222258,2377,24386,0,1.86
2819529,2791196,1272,113494,473,964614,973819,86047516,27516,294097,259699,66896756,24985,3976,708643,199124,1367,22525,0,1.9
2780714,2730056,1154,108293,343,850267,981478,83198959,28067,287654,258804,70708536,28202,3816,835279,239274,999,22098,0,1.83
2673984,2691538,1088,103475,380,932200,894924,82422081,25475,291495,273175,68971038,26785,4755,839888,240553,1170,21639,0,1.94
2574732,2575098,1138,111593,447,844671,935681,85963433,26347,264457,239528,68373663,24374,4364,824193,224849,668,19947,0,1.92
2615590,2570563,987,109191,430,824721,912603,86160408,29119,287575,257527,74447301,27211,3759,860251,227662,828,21847,0,1.89
2866771,2855540,967,111328,410,850584,978017,88505342,33128,307411,275806,74473778,28519,5247,854450,229134,1271,20673,0,1.88
2862645,2849659,1034,117073,393,754544,1023508,89739840,27953,316798,301322,79224694,27068,5590,896201,239339,894,18116,0,1.9
2784231,2780875,1188,111380,443,817685,940040,85334939,30165,295026,267563,74409008,26667,5313,850889,234928,1004,26356,0,1.86
3069249,3019787,1246,123299,510,820324,1003895,87337033,28419,294673,272640,76509826,24943,5259,853093,240332,1431,22464,0,1.84
2863769,2878354,1462,112199,364,746768,1037758,85625063,29641,317662,285859,77862499,26702,4205,904204,259749,849,22406,0,1.83
2636099,2662848,1125,114342,338,752378,1005268,91852562,31192,323619,291106,76343226,35349,6613,896000,233476,1244,22959,0,1.9
2746487,2761999,1226,124107,489,756304,1001633,94323654,31054,322687,288997,74154869,29661,4570,834220,228219,1069,25279,0,1.89
2703611,2690231,1189,122448,422,626378,1004072,95532003,32142,310348,277412,72044920,24143,5187,809291,227151,813,17495,0,1.93
2721469,2729625,1318,113839,376,755590,985935,94980199,29709,326989,292785,77454527,27814,5542,866054,238991,1436,28187,0,1.87
2845857,2825936,1487,122736,469,823504,928984,91119046,31528,304887,268297,72505027,24344,4556,755408,201504,1000,20514,0,1.89
2647029,2668040,1063,112853,410,776077,939687,90893524,30561,296902,258502,67801998,26521,4982,810367,227822,1598,25152,0,1.89
2860568,2871985,1255,107665,497,823770,969207,91198908,28693,272988,238872,69185510,30204,5902,843537,236737,2079,23884,0,1.91
2761996,2788693,1150,112997,447,913966,1039376,88913333,29382,317778,286120,73124904,26277,5108,850270,233742,1476,22461,0,1.84
2737474,2749332,2057,108006,426,746314,896311,98320566,60461,329895,260058,81658281,33264,4949,821130,243993,2413,18796,0,1.82
2794814,2805125,1191,103102,426,825837,821453,82417677,28990,274420,238739,68074156,30977,4646,823419,234531,1442,20178,0,1.87
2896822,2924499,1179,118634,527,810095,989878,95245712,47962,326216,289286,76997312,30133,5334,828313,247273,3500,22825,0,1.8
2819469,2863129,1242,121200,443,712987,1064516,99816069,40078,325682,293073,78091517,28409,3800,833863,227617,1050,22820,0,1.89
2879484,2859382,820,124000,334,574570,969225,82130112,38374,283217,240931,72077566,27326,7833,896782,263931,2989,23912,0,1.79
3043568,3021853,1373,129684,422,721470,1117797,87988763,38486,323261,296099,89924658,32614,6119,956183,263923,1206,22376,0,1.84
2956296,2942551,1116,103680,405,724431,884227,96305750,54034,322436,242132,76579056,30470,4289,854497,247366,854,22018,0,1.89
2989134,2937039,1218,108277,397,802878,947883,73169443,38470,291419,259653,78909098,31713,4993,934806,271808,1165,22148,0,1.82
2980998,2940161,1219,124435,334,633969,1043650,78687028,41375,315524,260262,71594798,27057,3974,778878,219920,1361,20393,0,1.83
2938907,2889118,986,125320,363,621418,948204,87119914,45056,324185,270270,87591661,29191,4808,878885,253002,1044,19401,0,1.84
2955507,2957438,1473,129554,338,643142,977458,85261874,54135,331178,262053,79552312,31216,4021,771628,214618,697,23319,0,1.92
3143856,3163261,1435,121621,531,902330,998777,89105125,47640,306384,249150,80188619,33069,5831,857288,231614,1341,22716,0,1.86
3070297,3002819,912,115823,435,853111,915742,83145050,44791,273254,220042,70833502,27420,4709,777491,228409,1049,20207,0,1.85
3184899,3157273,1170,114191,393,676271,921901,91070887,46878,313867,264894,87256591,31092,5199,890213,247314,1752,23327,0,1.81
3113085,3055405,1240,122941,418,784050,945153,81964305,47091,321386,270771,88281418,30302,5725,875568,235647,1210,23934,0,1.86
3035055,3009771,1382,137185,581,615835,1049466,91271922,48416,332494,288319,94620049,29954,5579,942034,254533,1159,28889,0,1.84
3249814,3177236,1054,112930,418,660681,1040043,90984166,48642,372356,298233,86372838,33305,5772,954885,271072,888,22673,0,1.76
3418457,3387283,1184,127885,451,681774,1017804,98531966,46949,339466,270336,85209540,28229,5562,911578,267679,1365,27521,0,1.78
3295599,3293114,1191,135470,505,644721,1092302,91321242,52390,340473,265015,84727053,29981,5655,815009,235301,903,23512,0,1.8
3282499,3299765,1548,125867,435,569273,1011523,100234246,48409,325695,259922,84536760,30153,5054,925347,271918,1467,20205,0,1.78
3353113,3337041,1291,136271,530,765381,1045021,95154911,53741,343020,288550,94173808,32191,5578,913720,257404,1174,22912,0,1.77
3034991,3071487,1304,132307,489,548170,1041008,97740628,48795,354935,298325,94045720,34340,6188,970397,271583,1953,26018,0,1.8
3087033,3102362,1023,124903,510,674559,956573,91956677,49126,335375,278143,92272972,30884,5973,907592,259883,1766,25075,0,1.77
3288046,3266239,1393,139751,596,574534,1056017,94948958,44578,344669,288688,100115700,31274,5769,1034071,295157,1677,24057,0,1.79
3250830,3258360,1372,130551,468,693746,1036649,89351987,46842,316341,262878,88532623,29305,6271,937814,261710,1180,22372,0,1.84
3176919,3210851,1312,139278,526,598177,1033473,96389328,46360,361200,303384,99823623,32398,4932,1020531,283768,1431,22309,0,1.77
3296442,3264641,1204,117923,657,750882,1027062,89869626,51422,323597,269520,95160041,32401,6120,926091,274677,1469,22390,0,1.77
2993202,3028443,1444,119247,588,645807,1003120,84833838,49162,319700,265412,84570376,30379,5453,888394,252522,1300,23529,0,1.82
3229412,3223109,1192,125535,518,775234,1005631,88157532,54980,336132,274971,90110357,31306,5090,955582,284921,1255,21206,0,1.77
3168186,3176360,1352,120681,501,659172,1029009,86269211,47834,349035,285876,90177796,31045,5762,769828,209025,1601,24184,0,1.87
3323835,3298917,1037,99258,438,951305,906752,77570488,49456,328316,268616,86623008,28535,6451,830623,231844,1487,22772,0,1.88
3261995,3267439,1403,103056,545,815475,885418,70542643,46489,297427,246537,83725892,30219,4987,753982,212904,1145,20566,0,1.86
3112878,3154003,1402,94545,596,1051029,879476,71943189,43745,286262,228307,78727905,28202,5986,760418,209675,1738,21575,0,1.89
2881534,2905793,1318,104297,537,936614,889332,76099062,50430,318410,262095,82258084,26973,5255,874183,250379,1376,24340,0,1.88
3125636,3142774,1304,108205,549,904134,920463,81736377,51166,315124,261850,80612652,28627,5188,821913,226849,1100,20720,0,1.87
2806329,2813578,1615,112313,463,786028,933117,75971298,44028,295034,242302,77174432,31489,3852,788855,222101,1276,21432,0,1.86
3239644,3142395,1804,103286,492,706589,910169,77971888,39923,316219,270151,72873089,35680,5295,884449,266270,3095,23870,0,1.86
2548695,2624958,1460,110371,521,763142,934220,73676712,34510,296026,254686,73281395,33667,6293,808574,236265,2371,22329,0,1.94
3109491,3036742,1464,118297,442,744392,911832,75160191,38800,318693,266217,74074840,38513,5152,836393,264557,2437,23437,0,1.8
2915065,2899730,1328,114417,471,710902,919777,82076858,37335,318170,254044,80586813,35790,5722,837479,250117,2181,20683,0,1.85
3002469,3007893,1126,127206,822,794423,1010499,72522536,31072,325559,264461,84340234,52717,7569,813695,236051,2139,19325,0,1.81
2775199,2814372,1491,78408,243644,459737,49762387,7557144,11610,29137807,29745,28436921,72064,4538619,4317051,230077,5910,29803,0,1.78
3269328,3281004,1048,98392,678,905829,965515,70082345,45385,307945,247225,84761557,42116,6290,795243,225567,2635,20764,0,1.83
3037130,3009318,1237,104129,464,782975,1032230,62880242,29131,282443,237755,83249667,43744,7792,817093,236243,5110,28036,0,1.74
2951188,2957561,1307,98675,481,807010,921404,72488681,42832,283402,241826,77302584,27176,4054,789604,224112,883,22411,0,1.85
2923374,2974684,1364,99395,513,883651,1096361,72114269,43931,285970,227731,72979336,32014,6776,707195,195625,893,16665,0,1.93
3043646,3061396,1202,109116,500,870115,962351,85045097,48507,283905,236946,82178367,63350,11363,920244,264529,3588,31560,0,1.81
3410486,3435334,1042,113285,480,926172,1013644,60829203,28965,257498,217483,79526237,43340,8290,779562,226494,2492,22828,0,1.82
3124495,3125330,1418,98384,470,761506,1047353,70206902,28251,274186,229350,81615131,43862,6403,777339,222824,2139,22855,0,1.82
3016823,3082789,930,98363,557,832641,970349,79586043,40309,308565,251643,75228534,44199,6624,845275,247991,2026,23755,0,1.76
3456902,3439086,880,104195,403,728929,981137,63427902,36212,292374,230479,83646198,47042,8152,812214,236621,2224,23871,0,1.84
3089446,3130148,1468,109972,501,713262,1137657,74886763,46681,305140,234701,87219617,71699,11142,792798,224288,2034,18409,0,1.91
3315966,3343279,743,107953,529,840168,1034562,66333899,31335,268829,237099,82564796,45737,8696,880320,250271,2573,21543,0,1.83
3536623,3536578,778,113248,418,851083,1094084,67972162,29804,299568,254789,82396095,46227,9220,861433,250496,2513,25001,0,1.79
3579269,3545920,837,112369,501,761155,1038977,62661586,30166,265513,229248,80516529,44799,9756,811594,230329,1793,23804,0,1.77
3200740,3199690,1352,107856,521,912784,968022,53755427,29373,254280,221631,78277031,47161,9151,849014,241222,2834,25337,0,1.84
3497045,3499936,904,116506,557,881246,1024444,62571415,31908,269637,232753,80742711,50323,9439,882299,260903,2880,23538,0,1.74
2901967,2933108,1131,101257,479,860467,1008628,59410815,31232,281436,241584,83608474,47289,9809,897415,269611,2268,23741,0,1.84
3451471,3445294,971,114198,434,854289,939016,61822919,29863,285140,243939,77186422,47174,8509,878725,261174,1966,19802,0,1.82
3183847,3204212,1231,107475,479,1039290,1034652,61163081,27611,259805,221366,72876504,57579,10388,861856,243390,3558,29186,0,1.7
3384722,3407644,1016,107045,476,974305,1024090,58249872,34062,260361,225522,80875592,46284,8396,848940,259680,3014,22811,0,1.75
3737704,3740708,1305,112650,571,864258,1129486,61569825,29961,261563,216891,75121903,49076,9425,850495,252540,3858,22820,0,1.78
3774056,3711734,1180,106782,562,849372,1091003,58012369,30351,277310,228204,74706228,45810,11426,847983,262963,4693,25422,0,1.76
3179071,3191276,1436,107865,430,815140,1099982,61381328,28939,274433,228350,70884002,45654,8591,833602,261071,3020,20571,0,1.8
3287982,3281384,1406,111004,525,946360,1083106,59950153,29771,269109,230616,79469174,44390,10179,916505,266306,4687,23583,0,1.72
3279798,3266212,1428,110740,438,911330,1154724,60247313,27235,275112,240640,75602986,40893,9251,854516,260433,5221,24076,0,1.71
3346702,3345749,1368,118824,529,841118,1117350,64554251,31344,275196,246163,73572108,43336,8748,847204,237956,4888,23080,0,1.78
3330411,3323573,1080,109156,447,723452,1112810,59327655,29444,262296,222302,71964730,39555,8767,824868,243738,4849,20980,0,1.72
3380191,3347418,1261,124372,413,732581,1184190,64927263,32962,293358,252333,79680518,38089,9016,847260,254478,5118,22880,0,1.69
3024337,3056827,1536,105512,481,799949,1104461,57775936,29544,279694,241334,70827663,30468,8608,873580,267355,6784,25176,0,1.68
3230148,3244515,1336,119172,510,946228,1186975,64108921,31608,289904,252015,74071576,33884,8826,905104,264126,6396,21289,0,1.63
3277713,3271600,1323,123283,900,922119,1171379,61314650,30538,287834,254321,72792346,33749,8906,868910,255162,7702,29581,0,1.62
3491313,3507072,1708,124679,364,778527,1197665,60158852,29062,281765,244194,75981673,31685,7733,884298,257296,6018,20791,0,1.69
3452511,3461056,1310,106416,410,883085,1047625,51922634,26487,271566,233750,67055980,29996,7216,769569,239423,5574,29089,0,1.65
3340211,3333227,1101,114922,360,837143,1191672,60748900,32960,278878,230232,70658464,29011,8478,895792,274262,6818,20279,0,1.7
2876650,2908997,1469,112702,351,701068,1085606,63363041,27038,263045,226881,67915017,28374,8328,832331,266151,5968,27040,0,1.71
3173236,3204841,464,123463,305,690805,1155744,63602557,27398,292588,248212,69370428,41108,10970,952541,295054,8185,23413,0,1.68
3563579,3504929,1096,121619,447,642358,1087359,63682435,32840,314352,274397,77686971,33598,8276,939401,281102,6829,21447,0,1.63
3276333,3282557,1715,120623,506,840827,1085097,65304286,26817,280988,243112,72752399,38329,8412,854651,270803,6561,20325,0,1.66
